"continent","education_of_employee","has_job_experience","requires_job_training","no_of_employees","region_of_employment","prevailing_wage","unit_of_wage","full_time_position","company_age","y_train"
"North America","Bachelor's","Y","N",3026,"Northeast",22766.46,"Week","Y",26,"1"
"North America","Bachelor's","N","N",2019,"Island",185768.13,"Year","Y",47,"1"
"Europe","Master's","N","N",1088,"Northeast",28730.34,"Year","Y",14,"1"
"Asia","Doctorate","Y","Y",2403,"Midwest",42945.12,"Year","Y",17,"1"
"Oceania","Master's","Y","N",755,"West",254861.76,"Year","N",174,"1"
"North America","Master's","N","N",2221,"South",710.9797,"Hour","Y",56,"1"
"North America","High School","Y","N",1665,"West",57482.25,"Year","Y",56,"1"
"Asia","Master's","N","Y",1888,"Northeast",105194.33,"Year","Y",67,"1"
"Asia","High School","Y","N",421,"Midwest",115790.29,"Year","Y",55,"1"
"Asia","Bachelor's","N","N",-14,"West",29325.85,"Year","Y",12,"1"
"Asia","Bachelor's","N","N",5816,"Northeast",98525.42,"Year","Y",12,"1"
"Asia","Bachelor's","N","N",543,"Northeast",88883.53,"Year","Y",207,"1"
"Asia","Bachelor's","N","N",2693,"Northeast",53587.65,"Year","Y",14,"1"
"North America","Bachelor's","N","N",1896,"Northeast",559.5197,"Hour","Y",45,"1"
"Asia","Bachelor's","N","N",5956,"South",93950.39,"Year","Y",40,"1"
"Asia","High School","Y","Y",2589,"Northeast",53783.2,"Year","Y",48,"1"
"Asia","High School","Y","N",3333,"South",136387.31,"Year","N",18,"1"
"Asia","High School","Y","N",3143,"South",159189.58,"Year","Y",98,"1"
"Asia","High School","N","N",16,"Northeast",55016.22,"Year","Y",19,"1"
"North America","Master's","N","N",1504,"Northeast",118187.3,"Year","Y",14,"1"
"Europe","High School","Y","N",1219,"West",89274.52,"Year","Y",13,"1"
"North America","Master's","N","N",587,"South",177119.9,"Year","Y",17,"1"
"North America","High School","N","Y",2561,"Northeast",43754.7,"Year","Y",10,"1"
"Asia","Bachelor's","Y","N",2223,"South",160635.7,"Year","Y",72,"1"
"Asia","Master's","Y","N",378,"Northeast",494.7105,"Hour","Y",17,"1"
"Asia","High School","N","Y",26592,"West",102254.44,"Year","Y",40,"1"
"Asia","Master's","N","N",1923,"Northeast",125865.48,"Year","Y",26,"1"
"North America","High School","N","N",2449,"Northeast",229950.7,"Week","Y",50,"1"
"North America","High School","Y","N",1195,"Midwest",73543.42,"Year","Y",21,"1"
"Asia","Bachelor's","Y","N",3710,"South",209.645,"Hour","Y",12,"1"
"Asia","Bachelor's","N","N",1526,"South",159004.89,"Year","Y",14,"1"
"North America","High School","Y","N",2264,"Northeast",789.7326,"Hour","Y",24,"1"
"Asia","Bachelor's","Y","N",1125,"South",111318.13,"Year","Y",29,"1"
"Asia","Master's","N","N",4855,"Midwest",10038.89,"Year","Y",34,"1"
"Asia","High School","N","N",1999,"South",43084.33,"Year","Y",105,"1"
"Asia","High School","Y","N",1126,"Midwest",124934.6,"Year","Y",19,"1"
"Asia","Bachelor's","Y","N",1489,"West",41943.52,"Year","Y",81,"1"
"Asia","High School","N","Y",2951,"Northeast",111690.74,"Year","Y",30,"1"
"Asia","High School","Y","N",1236,"South",63907.04,"Year","Y",14,"1"
"Asia","High School","N","N",1132,"Midwest",78399.09,"Year","Y",14,"1"
"Asia","Bachelor's","N","N",811,"Northeast",60083.69,"Year","Y",28,"1"
"Asia","Bachelor's","N","N",1295,"South",133283.64,"Year","Y",151,"1"
"South America","Bachelor's","N","N",2832,"Northeast",174.1887,"Hour","Y",67,"1"
"Asia","Master's","Y","N",214,"Northeast",185347.74,"Year","Y",24,"1"
"North America","High School","Y","N",2280,"Midwest",77698.31,"Year","Y",35,"1"
"Asia","Bachelor's","N","N",1270,"Midwest",92623.62,"Year","Y",26,"1"
"Asia","High School","Y","N",3020,"West",60817.15,"Week","Y",35,"1"
"North America","Bachelor's","N","N",4103,"Northeast",125880.21,"Year","Y",20,"1"
"Asia","High School","N","N",473,"Midwest",32369.56,"Year","Y",45,"1"
"Europe","Bachelor's","N","N",3797,"West",48903.81,"Year","Y",35,"1"
"North America","Bachelor's","Y","N",2569,"South",110461.17,"Year","Y",32,"1"
"North America","High School","N","N",3996,"South",552.3994,"Hour","Y",34,"1"
"Asia","Bachelor's","N","N",3581,"South",179303.8,"Year","N",28,"1"
"Asia","Bachelor's","Y","N",3479,"South",51568.5,"Year","Y",12,"1"
"Asia","High School","N","N",2729,"South",886.646,"Hour","Y",38,"1"
"North America","High School","N","N",1419,"West",90094.22,"Year","Y",51,"1"
"Asia","Bachelor's","Y","N",665,"Northeast",78686.2,"Week","Y",55,"1"
"Europe","High School","Y","N",16,"Northeast",42227.84,"Year","Y",16,"1"
"Asia","Master's","N","N",2806,"Midwest",69909.27,"Year","Y",45,"1"
"Asia","High School","N","N",1570,"South",706.1603,"Hour","Y",33,"1"
"Asia","High School","Y","Y",2132,"Northeast",79629.24,"Year","Y",34,"1"
"Asia","Bachelor's","N","N",736,"West",26736.82,"Year","Y",12,"1"
"Asia","Bachelor's","N","N",2439,"West",52221.09,"Year","Y",21,"1"
"Europe","Master's","Y","Y",1082,"Northeast",137411.29,"Year","Y",30,"1"
"Asia","High School","Y","N",1960,"West",13387.53,"Year","Y",17,"1"
"Asia","High School","Y","Y",4257,"Midwest",119244.63,"Year","Y",82,"1"
"Asia","Bachelor's","N","N",2535,"South",128883.16,"Year","Y",113,"1"
"North America","Bachelor's","N","N",41551,"Northeast",274.7333,"Hour","Y",136,"1"
"North America","Bachelor's","Y","N",3903,"South",100124.1,"Year","Y",26,"1"
"Asia","Doctorate","N","N",763,"South",437.498,"Hour","Y",25,"1"
"Asia","High School","Y","N",1416,"South",106771.39,"Year","Y",154,"1"
"Asia","High School","Y","N",4562,"Northeast",88925.59,"Month","Y",18,"1"
"Asia","High School","Y","N",3819,"Northeast",228.6246,"Hour","Y",20,"1"
"Asia","Master's","N","N",2524,"Midwest",68577.13,"Year","Y",19,"1"
"Asia","High School","Y","N",2090,"Midwest",82741.89,"Year","Y",49,"1"
"Asia","Master's","Y","N",2803,"Northeast",62891.93,"Year","Y",26,"1"
"Asia","Master's","N","N",1986,"West",25195.9,"Year","Y",31,"1"
"Asia","Bachelor's","Y","N",1127,"Midwest",2728.1,"Year","N",23,"1"
"North America","Master's","N","N",88,"South",542.6532,"Hour","Y",108,"1"
"South America","Bachelor's","Y","N",523,"West",198976.98,"Year","Y",31,"1"
"Asia","High School","Y","N",2595,"West",152179.08,"Year","Y",26,"1"
"Asia","High School","Y","N",3212,"South",234330.77,"Year","Y",31,"1"
"Asia","Bachelor's","N","N",2437,"Midwest",230428.5,"Year","Y",44,"1"
"Asia","Bachelor's","N","N",581,"West",167821.36,"Year","Y",30,"1"
"North America","Bachelor's","N","N",4320,"Northeast",39164.11,"Year","Y",38,"1"
"Asia","High School","N","N",221,"Island",58826.51,"Year","Y",26,"1"
"Asia","High School","Y","N",4884,"West",66452.86,"Year","Y",31,"1"
"North America","High School","N","N",1711,"Northeast",116.38,"Hour","Y",18,"1"
"Asia","Bachelor's","N","N",2582,"West",572.0448,"Hour","Y",20,"1"
"Asia","Bachelor's","N","Y",1038,"Northeast",104.77,"Hour","Y",21,"1"
"Asia","High School","N","N",89,"Northeast",94344.67,"Year","N",27,"1"
"Asia","Bachelor's","N","N",1200,"Northeast",488.0313,"Hour","Y",31,"1"
"Asia","Bachelor's","Y","N",4108,"West",59264.66,"Year","Y",19,"1"
"North America","Master's","Y","N",3237,"Northeast",413.3675,"Hour","Y",158,"1"
"Asia","High School","N","N",1659,"Midwest",53965.32,"Year","Y",16,"1"
"North America","High School","N","N",1403,"West",76392.47,"Year","Y",11,"1"
"North America","Bachelor's","Y","N",169,"Northeast",99.3492,"Hour","Y",17,"1"
"Asia","High School","N","N",3363,"Northeast",846.7583,"Hour","Y",27,"1"
"Asia","High School","Y","N",4174,"West",41220.11,"Year","Y",206,"1"
"Europe","Bachelor's","Y","N",2838,"Midwest",28036.68,"Year","Y",11,"1"
"Asia","Master's","N","N",793,"Northeast",48803.47,"Year","Y",56,"1"
"North America","Bachelor's","N","N",559,"Northeast",84200.89,"Year","N",20,"1"
"Asia","High School","Y","N",1911,"Northeast",8667.1,"Year","Y",116,"1"
"Asia","Master's","N","N",2087,"West",84860.33,"Year","Y",47,"1"
"Asia","Master's","N","N",3470,"Northeast",343.8597,"Hour","Y",20,"1"
"Asia","Doctorate","N","N",2375,"West",31576.24,"Year","Y",13,"1"
"North America","Master's","Y","N",4931,"Northeast",64488.07,"Year","Y",75,"1"
"Asia","Master's","N","N",1860,"West",518.3827,"Hour","Y",24,"1"
"Oceania","Bachelor's","N","N",2329,"South",77716.72,"Year","Y",43,"1"
"Asia","High School","Y","N",4952,"Northeast",115350.15,"Year","Y",27,"1"
"North America","Master's","N","N",20988,"Northeast",317.718,"Hour","Y",30,"1"
"Asia","Bachelor's","Y","N",2312,"South",120459.53,"Year","Y",12,"1"
"Asia","Bachelor's","Y","Y",3922,"West",615.32,"Year","Y",23,"1"
"Asia","Bachelor's","Y","Y",1000,"Northeast",82219.89,"Year","Y",23,"1"
"Asia","Bachelor's","Y","N",2249,"Northeast",49179.36,"Year","Y",22,"1"
"North America","Master's","N","N",1603,"Northeast",61849.49,"Year","N",99,"1"
"Asia","Master's","N","N",2843,"South",87519.31,"Year","Y",20,"1"
"Asia","Bachelor's","N","N",1174,"Northeast",95819.25,"Year","Y",22,"1"
"North America","Doctorate","N","Y",1591,"West",93038.87,"Year","Y",26,"1"
"Asia","Bachelor's","Y","N",2443,"West",559.6412,"Hour","Y",20,"1"
"Asia","Bachelor's","N","N",2419,"South",993.9033,"Hour","Y",17,"1"
"Asia","Bachelor's","Y","N",3002,"South",457.7634,"Hour","Y",119,"1"
"Europe","High School","N","N",1651,"West",261.3887,"Hour","Y",22,"1"
"Asia","High School","Y","N",4135,"Northeast",43276.83,"Year","Y",51,"1"
"Asia","Bachelor's","Y","N",3266,"West",107568.21,"Year","N",128,"1"
"Asia","High School","Y","N",4338,"West",48562.86,"Year","Y",16,"1"
"Asia","Master's","N","N",159,"West",619.6316,"Hour","Y",65,"1"
"Asia","High School","N","Y",1293,"South",93498.3,"Year","Y",11,"1"
"North America","High School","N","N",590,"Northeast",65588.4,"Year","N",15,"1"
"Asia","Bachelor's","N","N",1434,"Northeast",76878.2,"Year","Y",45,"1"
"Asia","High School","Y","N",3333,"South",136387.31,"Year","N",18,"1"
"Asia","Bachelor's","N","N",3115,"Northeast",69487.52,"Year","Y",18,"1"
"Asia","Master's","N","N",4152,"South",135147.09,"Year","N",27,"1"
"South America","Bachelor's","N","N",631,"South",547.0719,"Hour","Y",25,"1"
"Asia","Bachelor's","N","N",2998,"West",4043.55,"Year","Y",26,"1"
"South America","High School","Y","N",1375,"South",34399.85,"Year","Y",50,"1"
"Asia","High School","N","N",1445,"West",109517.41,"Year","Y",18,"1"
"Europe","High School","N","N",507,"Northeast",141634.59,"Year","Y",17,"1"
"Asia","High School","N","N",2296,"Midwest",130510.28,"Year","Y",25,"1"
"Europe","Bachelor's","Y","N",5305,"South",82362.28,"Year","Y",44,"1"
"Asia","Bachelor's","Y","N",1116,"Northeast",65558.72,"Year","Y",15,"1"
"Asia","Master's","N","N",996,"Northeast",41.9771,"Hour","Y",16,"1"
"Asia","Bachelor's","Y","N",1411,"South",86292.69,"Year","Y",49,"1"
"Asia","Master's","N","N",957,"Northeast",537.2994,"Hour","Y",14,"1"
"Asia","Master's","Y","Y",1491,"South",66906.33,"Year","Y",77,"1"
"Europe","Bachelor's","Y","N",3306,"South",10990.9,"Year","Y",72,"1"
"South America","Master's","Y","N",5310,"West",155380.04,"Year","Y",19,"1"
"Asia","Master's","N","N",514,"Northeast",30794.59,"Year","Y",22,"1"
"North America","Bachelor's","Y","N",1437,"South",115704.99,"Year","N",56,"1"
"Europe","Doctorate","N","N",5252,"Northeast",16412.72,"Year","Y",29,"1"
"Asia","High School","N","N",12650,"Midwest",104498.49,"Year","Y",44,"1"
"Europe","Doctorate","N","Y",45045,"Northeast",49038.24,"Year","Y",15,"1"
"Asia","Bachelor's","N","N",1871,"West",150542.63,"Year","Y",43,"1"
"Europe","Master's","N","Y",2366,"West",28643.83,"Year","Y",43,"1"
"Asia","Master's","N","N",2333,"South",91081.82,"Year","Y",46,"1"
"Asia","High School","Y","N",550,"Midwest",82737.58,"Year","Y",11,"1"
"South America","Bachelor's","N","N",2004,"Northeast",43244.26,"Week","Y",54,"1"
"Oceania","High School","Y","Y",4552,"West",146780.61,"Year","Y",16,"1"
"North America","Bachelor's","N","N",2347,"Northeast",891.2318,"Hour","Y",26,"1"
"Europe","High School","N","N",28714,"South",110504.11,"Year","Y",25,"1"
"Asia","High School","Y","N",1794,"Northeast",140411.93,"Year","Y",25,"1"
"North America","High School","N","N",590,"Northeast",65588.4,"Year","N",15,"1"
"Asia","Bachelor's","Y","N",2732,"West",466.4959,"Hour","Y",23,"1"
"Asia","Bachelor's","N","N",1773,"South",44534.73,"Year","Y",19,"1"
"Asia","Bachelor's","N","N",196,"Northeast",33350.16,"Year","Y",45,"1"
"Europe","Bachelor's","N","N",248,"West",471.7934,"Hour","Y",23,"1"
"Asia","Master's","Y","N",4841,"West",27678.35,"Year","Y",26,"1"
"Asia","Doctorate","Y","N",3287,"West",152369.01,"Year","Y",11,"1"
"Asia","High School","N","N",3941,"Northeast",23722.89,"Year","Y",25,"1"
"Asia","Master's","Y","N",8899,"Northeast",121010.56,"Year","Y",70,"1"
"Asia","High School","Y","N",640,"Midwest",39103.3,"Year","Y",12,"1"
"Asia","Master's","N","N",3123,"Northeast",69258.94,"Year","Y",20,"1"
"Asia","Master's","Y","Y",1511,"West",102572.68,"Year","Y",14,"1"
"Asia","Master's","Y","N",3755,"South",40.1191,"Hour","Y",16,"1"
"Asia","Bachelor's","N","N",451,"Northeast",139741.99,"Year","Y",26,"1"
"Asia","Bachelor's","Y","N",1684,"Northeast",46858.75,"Year","Y",64,"1"
"Asia","Master's","N","N",201,"Midwest",222221.67,"Year","Y",18,"1"
"Asia","Bachelor's","Y","N",606,"Northeast",181682.45,"Year","N",18,"1"
"Asia","Bachelor's","N","N",1167,"Northeast",119976.67,"Year","Y",104,"1"
"Asia","Master's","Y","Y",4033,"West",131559.15,"Year","Y",17,"1"
"South America","High School","Y","N",1899,"Northeast",111791.76,"Year","Y",72,"1"
"Asia","Bachelor's","N","N",3473,"Northeast",527.0549,"Hour","Y",37,"1"
"Europe","Bachelor's","Y","N",2573,"West",82110.68,"Year","Y",25,"1"
"North America","Doctorate","N","N",283,"West",41392.78,"Year","Y",19,"1"
"Asia","High School","N","Y",3427,"South",142609.9,"Year","Y",38,"1"
"Europe","Bachelor's","Y","N",743,"West",253915.96,"Year","N",17,"1"
"Asia","Bachelor's","Y","N",2249,"Northeast",49179.36,"Year","Y",22,"1"
"Asia","High School","Y","Y",3655,"West",47190.97,"Year","Y",25,"1"
"Oceania","Master's","Y","N",3156,"West",90795.28,"Year","Y",19,"1"
"Asia","Bachelor's","N","N",438,"Midwest",22235.8,"Year","Y",33,"1"
"Asia","Master's","N","N",2494,"Northeast",161174.19,"Year","N",25,"1"
"Asia","Bachelor's","N","N",1030,"South",392.8745,"Hour","Y",40,"1"
"Asia","Bachelor's","N","N",2337,"Island",116595.74,"Year","Y",22,"1"
"North America","Master's","N","N",2268,"South",611.134,"Hour","Y",153,"1"
"Asia","Bachelor's","N","N",1308,"West",36831.93,"Year","Y",17,"1"
"Asia","Bachelor's","Y","N",4512,"West",30755.28,"Year","Y",49,"1"
"North America","Bachelor's","N","N",3738,"Midwest",981.709,"Hour","Y",39,"1"
"Asia","Bachelor's","N","N",396,"West",111717.28,"Year","Y",20,"1"
"Asia","High School","Y","N",406,"Northeast",106579.06,"Year","N",24,"1"
"Asia","Master's","N","N",5485,"Northeast",83264.09,"Year","Y",39,"1"
"Asia","High School","N","N",1395,"South",73606.03,"Year","N",37,"1"
"North America","Master's","N","N",2188,"South",32709,"Year","N",19,"1"
"Asia","Bachelor's","Y","N",1989,"West",122349.51,"Year","Y",37,"1"
"Asia","Bachelor's","Y","N",665,"Northeast",136688.66,"Year","Y",15,"1"
"Asia","High School","Y","N",1426,"Northeast",21927.16,"Year","Y",25,"1"
"North America","Bachelor's","Y","N",662,"Northeast",129670.44,"Year","Y",25,"1"
"Asia","Bachelor's","N","N",1725,"Northeast",112557.69,"Year","N",53,"1"
"Asia","High School","Y","N",727,"West",56122.45,"Year","Y",25,"1"
"Asia","Bachelor's","N","N",4643,"Northeast",41537.31,"Year","N",70,"1"
"South America","High School","N","N",2873,"Northeast",73370.6,"Year","Y",19,"1"
"Asia","Bachelor's","N","N",4065,"South",55541.17,"Year","Y",22,"1"
"Asia","High School","Y","N",40787,"Midwest",109537.59,"Year","Y",25,"1"
"Asia","High School","N","N",1549,"Northeast",330.9405,"Hour","N",23,"1"
"Europe","Bachelor's","N","N",2691,"Midwest",127396.37,"Year","Y",50,"1"
"Asia","Master's","N","N",701,"Northeast",3523.17,"Year","Y",39,"1"
"Asia","Bachelor's","N","N",9304,"South",969.8438,"Hour","Y",18,"1"
"Asia","Bachelor's","N","N",2945,"Northeast",185.2334,"Hour","Y",38,"1"
"Asia","Bachelor's","Y","N",4432,"South",690.3663,"Hour","Y",99,"1"
"Asia","Bachelor's","Y","N",330,"Northeast",15256.4,"Year","Y",14,"1"
"Asia","Bachelor's","Y","N",3027,"Northeast",50017.19,"Year","Y",190,"1"
"Europe","High School","Y","N",135656,"West",21571.68,"Year","Y",15,"1"
"Asia","High School","Y","N",1219,"West",58299.79,"Year","Y",28,"1"
"Asia","Bachelor's","Y","N",2503,"West",111651.49,"Year","Y",17,"1"
"Asia","Bachelor's","Y","N",4509,"West",43976.53,"Year","Y",17,"1"
"Asia","Master's","N","Y",1310,"Northeast",150649.6,"Year","Y",28,"1"
"Asia","High School","Y","Y",17225,"South",165330.05,"Year","Y",24,"1"
"Asia","Bachelor's","N","N",1515,"Northeast",322.8046,"Hour","Y",23,"1"
"Asia","Bachelor's","Y","N",1992,"West",56852,"Year","Y",20,"1"
"Asia","Master's","Y","N",1873,"Northeast",126538.01,"Year","Y",127,"1"
"North America","High School","N","N",1403,"West",76392.47,"Year","Y",11,"1"
"Asia","Master's","N","N",4032,"Northeast",144257.35,"Year","N",186,"1"
"Asia","High School","Y","N",535,"Northeast",81888.1,"Year","N",77,"1"
"Asia","Bachelor's","Y","N",21642,"Northeast",15952.76,"Year","Y",37,"1"
"Asia","Bachelor's","N","N",1167,"South",83633.15,"Year","Y",26,"1"
"Asia","Bachelor's","N","Y",1050,"South",137365.58,"Year","Y",58,"1"
"Asia","Master's","N","N",942,"Northeast",40138.03,"Year","Y",17,"1"
"Asia","Master's","N","N",43845,"Midwest",126322.08,"Year","Y",24,"1"
"Asia","Master's","N","N",514,"Northeast",30794.59,"Year","Y",22,"1"
"Europe","Master's","Y","N",5833,"Northeast",9199.68,"Year","Y",60,"1"
"Europe","Bachelor's","Y","N",29736,"South",5238.4,"Year","Y",14,"1"
"Asia","Bachelor's","Y","N",1630,"West",115977.83,"Year","Y",11,"1"
"Asia","High School","Y","N",12333,"South",2646.67,"Year","Y",31,"1"
"Asia","Bachelor's","N","Y",1044,"South",61286.32,"Year","Y",13,"1"
"Asia","Master's","N","N",1064,"Northeast",33545.65,"Year","Y",19,"1"
"North America","High School","N","N",1403,"West",76392.47,"Year","Y",11,"1"
"North America","Master's","Y","N",1766,"Northeast",47010.86,"Year","Y",18,"1"
"Asia","Bachelor's","N","Y",554,"Midwest",82220.09,"Year","Y",14,"1"
"Asia","High School","N","N",1666,"Northeast",540.1,"Year","Y",11,"1"
"Asia","High School","N","N",154164,"Northeast",62751.61,"Year","Y",13,"1"
"Asia","Bachelor's","N","N",4083,"West",18819.3,"Year","Y",18,"1"
"Asia","Master's","N","N",3403,"Northeast",9277.64,"Year","N",20,"1"
"Asia","Bachelor's","N","N",545,"Northeast",117232.87,"Year","Y",17,"1"
"Asia","Master's","Y","N",2175,"West",640.3602,"Hour","Y",40,"1"
"Asia","Master's","Y","Y",2377,"West",40148.97,"Year","Y",30,"1"
"Europe","Bachelor's","N","N",2281,"Midwest",39597.12,"Year","Y",96,"1"
"Europe","High School","Y","Y",606,"South",17958.29,"Year","Y",15,"1"
"Asia","Master's","Y","N",2154,"Northeast",174245.51,"Year","Y",26,"1"
"Europe","High School","Y","N",3778,"South",11175.94,"Year","Y",55,"1"
"Asia","Master's","Y","Y",854,"Northeast",97132.43,"Year","Y",16,"1"
"Asia","Bachelor's","Y","N",3119,"Midwest",60950.07,"Year","Y",15,"1"
"Asia","Bachelor's","N","Y",765,"Northeast",77697.21,"Year","Y",62,"1"
"North America","Bachelor's","N","N",559,"Northeast",84200.89,"Year","N",20,"1"
"Asia","Master's","N","Y",1206,"West",44923.06,"Year","Y",30,"1"
"Asia","Master's","N","N",997,"Northeast",7239.08,"Year","Y",13,"1"
"North America","Master's","N","N",36511,"South",115971.85,"Month","Y",11,"1"
"Asia","High School","Y","N",388,"South",148376.03,"Year","Y",124,"1"
"Asia","High School","Y","N",1449,"West",78652.22,"Year","Y",64,"1"
"Asia","Bachelor's","Y","N",2428,"South",724.3166,"Hour","Y",21,"1"
"Africa","Bachelor's","N","N",2172,"Northeast",32.9286,"Hour","Y",31,"1"
"Asia","High School","Y","N",23239,"Northeast",79982.62,"Year","Y",21,"1"
"Asia","High School","Y","N",259,"Midwest",88938.94,"Year","Y",43,"1"
"Asia","Bachelor's","N","N",3725,"West",56862.79,"Year","Y",146,"1"
"Asia","Bachelor's","Y","N",831,"West",44541.32,"Year","Y",22,"1"
"North America","Master's","N","N",1721,"Northeast",127.31,"Hour","Y",62,"1"
"Asia","Bachelor's","Y","N",4048,"West",126460.74,"Year","Y",12,"1"
"Asia","Master's","N","N",1325,"South",52969.43,"Year","Y",52,"1"
"North America","Master's","N","N",-17,"Northeast",257.2413,"Hour","Y",21,"1"
"Asia","Bachelor's","Y","N",1552,"Northeast",932.1547,"Hour","Y",20,"1"
"Europe","Master's","N","N",339,"South",136189.36,"Year","Y",50,"1"
"Asia","Bachelor's","N","N",2764,"South",807.6601,"Hour","Y",118,"1"
"Europe","Doctorate","N","N",324,"South",152.89,"Hour","Y",27,"1"
"Asia","Bachelor's","N","N",89,"West",128639,"Year","Y",45,"1"
"Asia","Bachelor's","Y","N",3659,"South",79.1099,"Hour","Y",27,"1"
"North America","Bachelor's","N","N",1568,"West",101960.26,"Year","Y",30,"1"
"Asia","High School","Y","N",966,"South",15327.16,"Year","Y",14,"1"
"Asia","High School","N","N",4273,"Northeast",141198.73,"Year","Y",173,"1"
"Asia","Bachelor's","N","N",746,"South",115.12,"Hour","Y",13,"1"
"South America","Bachelor's","N","Y",687,"West",126194.09,"Year","N",112,"1"
"Asia","High School","Y","N",4884,"West",66452.86,"Year","Y",31,"1"
"North America","Bachelor's","Y","N",840,"South",564.7043,"Hour","Y",27,"1"
"Oceania","High School","N","N",4332,"Northeast",110241,"Year","Y",19,"1"
"Asia","Bachelor's","Y","N",5170,"West",174044.62,"Year","Y",27,"1"
"Asia","High School","Y","N",2271,"Northeast",91637.13,"Year","Y",46,"1"
"South America","Master's","N","N",1032,"Northeast",103910.7,"Year","N",32,"1"
"Asia","High School","N","N",2038,"South",15510.9,"Year","Y",37,"1"
"North America","Bachelor's","Y","N",3903,"South",100124.1,"Year","Y",26,"1"
"Asia","Bachelor's","N","N",2602,"West",93477.81,"Year","Y",19,"1"
"Asia","Bachelor's","N","N",43580,"West",119.03,"Hour","Y",27,"1"
"Asia","High School","Y","N",1245,"Northeast",96316.98,"Year","Y",19,"1"
"North America","Bachelor's","N","N",98,"Northeast",119.34,"Hour","Y",14,"1"
"Africa","Bachelor's","Y","N",2348,"West",101717.66,"Year","Y",98,"1"
"North America","Master's","N","N",4028,"West",132.76,"Hour","Y",34,"1"
"Europe","Bachelor's","N","N",5422,"South",88949.09,"Year","Y",12,"1"
"Asia","Master's","N","N",29948,"West",118840.44,"Year","N",52,"1"
"Asia","Bachelor's","Y","N",3370,"South",81140.65,"Year","Y",23,"1"
"Asia","Bachelor's","N","N",196,"Northeast",33350.16,"Year","Y",45,"1"
"Asia","Bachelor's","Y","N",1923,"West",135944.44,"Year","Y",21,"1"
"Asia","High School","Y","N",2125,"West",28227.82,"Year","Y",132,"1"
"Asia","Master's","N","N",2213,"Northeast",832.11,"Year","Y",169,"1"
"Asia","Bachelor's","Y","N",1477,"West",117776.66,"Year","Y",23,"1"
"South America","Bachelor's","N","N",631,"South",547.0719,"Hour","Y",25,"1"
"Asia","Bachelor's","N","N",3214,"Northeast",73139.16,"Week","Y",186,"1"
"North America","High School","N","N",1520,"South",88455.82,"Year","Y",154,"1"
"Europe","Doctorate","Y","N",3971,"West",35780.41,"Year","Y",59,"1"
"Asia","Bachelor's","N","N",1151,"Northeast",57714.45,"Year","Y",30,"1"
"Europe","High School","Y","N",3431,"West",6445.52,"Year","Y",13,"1"
"Asia","Bachelor's","Y","N",376,"Northeast",1778.33,"Year","Y",36,"1"
"Europe","Doctorate","N","N",306,"Northeast",56708.63,"Year","Y",19,"1"
"Asia","Doctorate","Y","Y",2403,"Midwest",42945.12,"Year","Y",17,"1"
"Asia","High School","N","N",795,"Northeast",118802.08,"Year","Y",75,"1"
"Asia","Doctorate","Y","N",71055,"Northeast",42987.3,"Year","Y",14,"1"
"Asia","Doctorate","Y","N",3343,"South",152481.73,"Year","N",25,"1"
"Oceania","Doctorate","N","Y",3487,"West",59969.55,"Year","Y",94,"1"
"Asia","Bachelor's","N","N",2948,"South",394.9713,"Hour","Y",17,"1"
"Asia","High School","Y","Y",878,"South",82071.13,"Year","Y",77,"1"
"Europe","High School","Y","N",228,"Northeast",47943.58,"Year","Y",12,"1"
"Asia","Master's","Y","N",5863,"West",94926.47,"Year","N",23,"1"
"Asia","Bachelor's","Y","N",2275,"West",123737.54,"Year","Y",40,"1"
"Asia","Bachelor's","Y","N",19608,"South",92216.19,"Year","Y",85,"1"
"Asia","High School","Y","N",1395,"West",719.9582,"Hour","Y",13,"1"
"Asia","Bachelor's","N","N",3725,"West",88445.46,"Year","Y",31,"1"
"Asia","Bachelor's","Y","N",4626,"South",572.1959,"Hour","Y",21,"1"
"Asia","Master's","N","N",2169,"Midwest",94799.01,"Year","Y",31,"1"
"Asia","High School","Y","N",47,"Midwest",60929.01,"Year","Y",22,"1"
"North America","High School","N","N",2477,"Midwest",532.6818,"Hour","Y",16,"1"
"Asia","Bachelor's","N","Y",4788,"West",62210.58,"Year","Y",89,"1"
"Asia","Bachelor's","N","N",1112,"South",91126.28,"Year","Y",19,"1"
"Asia","Master's","N","Y",92482,"South",107829.23,"Year","Y",36,"1"
"Asia","Master's","N","N",1403,"West",73609.5,"Year","Y",23,"1"
"Asia","Bachelor's","Y","N",3871,"South",24589.83,"Year","Y",17,"1"
"Asia","Master's","N","N",484,"South",97934.85,"Year","Y",19,"1"
"Asia","Master's","N","N",142770,"West",673.6127,"Hour","Y",39,"1"
"Asia","Doctorate","N","N",563,"West",120052.47,"Year","Y",23,"1"
"Asia","Bachelor's","Y","N",2905,"West",96271.4,"Year","Y",136,"1"
"North America","Master's","Y","N",692,"South",106036.77,"Year","N",31,"1"
"Asia","Bachelor's","N","N",3147,"Northeast",82057.87,"Year","Y",126,"1"
"North America","Master's","Y","N",1592,"West",101030.56,"Year","Y",12,"1"
"Europe","High School","Y","N",1125,"West",34509.13,"Year","Y",186,"1"
"Europe","Bachelor's","N","N",3797,"West",48903.81,"Year","Y",35,"1"
"North America","Master's","N","N",3421,"Midwest",459.4009,"Hour","Y",39,"1"
"North America","Master's","Y","N",2940,"Northeast",112990.06,"Year","Y",42,"1"
